5.08	38.87	
5.09	38.89	
5.12	38.92	
5.12	38.94	
5.12	38.97	
5.12	39.00	
5.13	39.02	
5.15	39.05	
5.15	39.07	
5.16	39.10	
5.17	39.12	
5.17	39.15	
5.18	39.17	
5.19	39.20	
5.20	39.23	
5.21	39.25	
5.21	39.28	
5.24	39.30	
5.24	39.33	
5.24	39.35	
5.25	39.38	
5.26	39.40	
5.28	39.43	
5.28	39.45	
5.28	39.48	
5.29	39.51	
5.30	39.53	
5.33	39.56	
5.33	39.58	
5.33	39.61	
5.33	39.63	
5.34	39.66	
5.37	39.68	
5.37	39.71	
5.37	39.73	
5.37	39.76	
5.38	39.78	
5.40	39.81	
5.40	39.83	
5.41	39.86	
5.42	39.88	
5.42	39.91	
5.44	39.93	
5.44	39.96	
5.45	39.98	
5.46	40.01	
5.46	40.03	
5.47	40.06	
5.48	40.08	
5.49	40.11	
5.50	40.13	
5.51	40.16	
5.53	40.18	
5.53	40.21	
5.54	40.23	
5.54	40.26	
5.55	40.28	
5.56	40.31	
5.56	40.33	
5.57	40.36	
5.58	40.38	
5.59	40.41	
5.60	40.43	
5.61	40.46	
5.61	40.48	
5.62	40.51	
5.63	40.53	
5.64	40.55	
5.65	40.58	
5.66	40.60	
5.66	40.63	
5.67	40.65	
5.68	40.68	
5.69	40.70	
5.70	40.73	
5.71	40.75	
5.71	40.78	
5.74	40.80	
5.74	40.83	
5.74	40.85	
5.75	40.87	
5.76	40.90	
5.76	40.92	
5.77	40.95	
5.78	40.97	
5.79	41.00	
5.80	41.02	
5.81	41.05	
5.82	41.07	
5.82	41.09	
5.83	41.12	
5.84	41.14	
5.87	41.17	
5.87	41.19	
5.87	41.22	
5.87	41.24	
5.88	41.26	
5.89	41.29	
5.90	41.31	
5.91	41.34	
5.91	41.36	
5.92	41.38	
5.93	41.41	
5.94	41.43	
5.95	41.46	
5.96	41.48	
5.96	41.51	
5.97	41.53	
5.98	41.55	
5.99	41.58	
6.00	41.60	
6.00	41.63	
6.02	41.65	
6.02	41.67	
6.03	41.70	
6.04	41.72	
6.05	41.75	
6.05	41.77	
6.06	41.79	
6.07	41.82	
6.08	41.84	
6.09	41.87	
6.10	41.89	
6.10	41.91	
6.11	41.94	
6.12	41.96	
6.13	41.98	
6.14	42.01	
6.15	42.03	
6.15	42.06	
6.16	42.08	
6.17	42.10	
6.19	42.13	
6.19	42.15	
6.20	42.17	
6.21	42.20	
6.21	42.22	
6.24	42.25	
6.24	42.27	
6.24	42.29	
6.25	42.32	
6.25	42.34	
6.29	42.37	
6.29	42.39	
6.29	42.41	
6.29	42.44	
6.30	42.46	
6.30	42.48	
6.31	42.51	
6.32	42.53	
6.33	42.55	
6.34	42.58	
6.36	42.60	
6.37	42.62	
6.37	42.65	
6.37	42.67	
6.38	42.69	
6.39	42.72	
6.40	42.74	
6.40	42.76	
6.41	42.79	
6.42	42.81	
6.43	42.83	
6.44	42.86	
6.45	42.88	
6.45	42.90	
6.46	42.93	
6.48	42.95	
6.48	42.97	
6.49	43.00	
6.50	43.02	
6.50	43.04	
6.51	43.07	
6.52	43.09	
6.53	43.11	
6.54	43.14	
6.55	43.16	
6.56	43.18	
6.56	43.21	
6.57	43.23	
6.58	43.25	
6.59	43.28	
6.60	43.30	
6.60	43.32	
6.61	43.34	
6.62	43.37	
6.63	43.39	
6.64	43.41	
6.65	43.44	
6.65	43.46	
6.66	43.48	
6.67	43.51	
6.68	43.53	
6.69	43.55	
6.70	43.58	
6.70	43.60	
6.71	43.62	
6.72	43.64	
6.73	43.67	
6.74	43.69	
6.75	43.71	
6.75	43.73	
6.76	43.76	
6.77	43.78	
6.78	43.80	
6.79	43.83	
6.80	43.85	
6.80	43.87	
6.81	43.90	
6.82	43.92	
6.83	43.94	
6.84	43.96	
6.86	43.99	
6.86	44.01	
6.86	44.03	
6.87	44.05	
6.88	44.08	
6.90	44.10	
6.90	44.12	
6.90	44.15	
6.91	44.17	
6.92	44.19	
6.93	44.21	
6.94	44.24	
6.95	44.26	
6.95	44.28	
6.96	44.30	
6.99	44.33	
6.99	44.35	
6.99	44.37	
7.00	44.39	
7.00	44.42	
7.01	44.44	
7.02	44.46	
7.03	44.48	
7.04	44.51	
7.04	44.53	
7.06	44.55	
7.06	44.57	
7.07	44.60	
7.08	44.62	
7.09	44.64	
7.09	44.66	
7.10	44.69	
7.11	44.71	
7.12	44.73	
7.13	44.75	
7.14	44.77	
7.14	44.80	
7.15	44.82	
7.16	44.84	
7.17	44.86	
7.18	44.89	
7.19	44.91	
7.19	44.93	
7.20	44.95	
7.21	44.98	
7.22	45.00	
7.23	45.02	
7.24	45.04	
7.25	45.06	
7.25	45.09	
7.26	45.11	
7.27	45.13	
7.28	45.15	
7.29	45.17	
7.29	45.20	
7.33	45.22	
7.33	45.24	
7.33	45.26	
7.33	45.29	
7.34	45.31	
7.34	45.33	
7.35	45.35	
7.36	45.37	
7.37	45.40	
7.38	45.42	
7.40	45.44	
7.40	45.46	
7.40	45.48	
7.41	45.51	
7.42	45.53	
7.45	45.55	
7.45	45.57	
7.45	45.59	
7.45	45.62	
7.46	45.64	
7.47	45.66	
7.48	45.68	
7.49	45.70	
7.49	45.73	
7.50	45.75	
7.53	45.77	
7.53	45.79	
7.53	45.81	
7.54	45.84	
7.54	45.86	
7.59	45.88	
7.59	45.90	
7.59	45.92	
7.59	45.94	
7.69	45.97	
7.69	45.99	
7.69	46.01	
7.69	46.03	
7.69	46.05	
7.69	46.07	
7.69	46.10	
7.69	46.12	
7.70	46.14	
7.70	46.16	
7.70	46.18	
7.70	46.20	
7.70	46.23	
7.70	46.25	
7.71	46.27	
7.71	46.29	
7.72	46.31	
7.73	46.33	
7.74	46.36	
7.74	46.38	
7.76	46.40	
7.77	46.42	
7.78	46.44	
7.79	46.46	
7.80	46.48	
7.80	46.51	
7.81	46.53	
7.82	46.55	
7.83	46.57	
7.84	46.59	
7.85	46.61	
7.85	46.63	
7.86	46.66	
7.87	46.68	
7.88	46.70	
7.89	46.72	
7.90	46.74	
7.90	46.76	
7.91	46.78	
7.92	46.81	
7.93	46.83	
7.94	46.85	
7.95	46.87	
7.95	46.89	
7.96	46.91	
7.97	46.94	
7.98	46.96	
7.99	46.98	
8.00	47.00	
8.00	47.02	
8.01	47.04	
8.02	47.06	
8.03	47.08	
8.04	47.10	
8.05	47.13	
8.05	47.15	
8.06	47.17	
8.07	47.19	
8.08	47.21	
8.09	47.23	
8.10	47.25	
8.10	47.27	
8.11	47.30	
8.12	47.32	
8.13	47.34	
8.14	47.36	
8.14	47.38	
8.15	47.40	
8.16	47.42	
8.17	47.44	
8.18	47.46	
8.19	47.48	
8.19	47.51	
8.20	47.53	
8.21	47.55	
8.22	47.57	
8.23	47.59	
8.24	47.61	
8.24	47.63	
8.25	47.65	
8.26	47.67	
8.27	47.70	
8.28	47.72	
8.29	47.74	
8.29	47.76	
8.30	47.78	
8.31	47.80	
8.32	47.82	
8.33	47.84	
8.34	47.86	
8.34	47.88	
8.35	47.91	
8.36	47.93	
8.37	47.95	
8.38	47.97	
8.39	47.99	
8.39	48.01	
8.40	48.03	
8.41	48.05	
8.42	48.07	
8.43	48.09	
8.44	48.11	
8.44	48.13	
8.45	48.16	
8.46	48.18	
8.47	48.20	
8.48	48.22	
8.49	48.24	
8.49	48.26	
8.50	48.28	
8.51	48.30	
8.52	48.32	
8.53	48.34	
8.54	48.36	
8.54	48.38	
8.55	48.40	
8.56	48.42	
8.57	48.45	
8.58	48.47	
8.59	48.49	
8.59	48.51	
8.60	48.53	
8.61	48.55	
8.62	48.57	
8.63	48.59	
8.64	48.61	
8.64	48.63	
8.65	48.65	
8.66	48.67	
8.67	48.69	
8.68	48.71	
8.69	48.73	
8.69	48.75	
8.70	48.77	
8.71	48.79	
8.72	48.81	
8.73	48.84	
8.74	48.86	
8.74	48.88	
8.75	48.90	
8.76	48.92	
8.77	48.94	
8.78	48.96	
8.79	48.98	
8.79	49.00	
8.80	49.02	
8.81	49.04	
8.82	49.06	
8.83	49.08	
8.84	49.10	
8.84	49.12	
8.85	49.14	
8.86	49.16	
8.87	49.18	
8.88	49.20	
8.89	49.22	
8.89	49.24	
8.90	49.26	
8.91	49.28	
8.92	49.30	
8.93	49.32	
8.94	49.34	
8.94	49.37	
8.95	49.38	
8.96	49.41	
8.97	49.43	
8.98	49.45	
8.99	49.47	
8.99	49.49	
9.00	49.51	
9.01	49.53	
9.02	49.55	
9.03	49.57	
9.04	49.59	
9.04	49.61	
9.05	49.63	
9.06	49.65	
9.07	49.67	
9.08	49.69	
9.09	49.71	
9.09	49.73	
9.10	49.75	
9.11	49.77	
9.12	49.79	
9.13	49.81	
9.13	49.83	
9.14	49.85	
9.15	49.87	
9.16	49.89	
9.17	49.91	
9.18	49.93	
9.20	1.00	
9.34	2.00	
9.41	3.00	
9.42	4.00	
9.49	5.00	
9.49	6.00	
9.50	7.00	
9.51	8.00	
9.55	9.00	
9.56	10.00	
9.57	10.10	
9.58	10.20	
9.59	10.30	
9.60	10.39	
9.60	10.49	
9.61	10.59	
9.63	10.68	
9.63	10.77	
9.64	10.87	
9.65	10.96	
9.66	11.05	
9.68	11.14	
9.68	11.23	
9.68	11.32	
9.69	11.41	
9.70	11.49	
9.71	11.58	
9.72	11.67	
9.72	11.75	
9.73	11.84	
9.74	11.92	
9.75	12.01	
9.76	12.09	
9.77	12.17	
9.77	12.26	
9.78	12.34	
9.79	12.42	
9.80	12.50	
9.81	12.58	
9.82	12.66	
9.82	12.74	
9.84	12.82	
9.84	12.89	
9.85	12.97	
9.86	13.05	
9.87	13.12	
9.87	13.20	
9.88	13.28	
9.89	13.35	
9.90	13.43	
9.91	13.50	
9.92	13.58	
9.92	13.65	
9.93	13.72	
9.94	13.80	
9.95	13.87	
9.96	13.94	
9.97	14.01	
9.97	14.08	
9.98	14.15	
9.99	14.22	
